"polygon_id","polygon_name","polygon_level","polygon_version","country","date_time","n_baseline","n_crisis","n_difference","density_baseline","density_crisis","percent_change","z_score","latitude","longitude","ds"
"PAK.8.5_1","Rann of Kutch","GADM2","3.6","PK","2022-09-07 16:00","170.07692307692307","173.0","2.923076923076934","5.963103530782698e-05","6.121103015687008e-05","1.7086330935251863","0.12316636248497626","27.43704665264957","68.8807568501547","2022-09-07"
"PAK.5.7_1","Mardan","GADM2","3.6","PK","2022-09-07 16:00","40976.19728363031","40916.0","-60.19728363031027","0.01436675254229234","0.01447693936357512","-0.14690434588204024","-0.023627680659039176","34.30542471242756","72.36232932451856","2022-09-07"
"PAK.5.1_1","Bannu","GADM2","3.6","PK","2022-09-07 16:00","16064.076923076924","15554.0","-510.0769230769238","0.005632260513993412","0.0055033315783812545","-3.1750667956293195","-0.5579145298754177","32.68247021464708","70.79360871430961","2022-09-07"
"PAK.8.6_1","Sukkur","GADM2","3.6","PK","2022-09-07 16:00","55557.7351091952","48898.0","-6659.7351091952005","0.019479216838964784","0.017301138454396722","-11.986837166300042","-1.8937525599639629","27.03982980235053","69.0210887094943","2022-09-07"
"PAK.7.3_1","Faisalabad","GADM2","3.6","PK","2022-09-07 16:00","190996.78847005544","178209.0","-12787.788470055442","0.06696579424704328","0.06305408366026392","-6.695254731737538","-1.692788055345752","31.209905085174274","72.62371843417888","2022-09-07"
"PAK.2.4_1","Quetta","GADM2","3.6","PK","2022-09-07 16:00","44309.20514002364","41101.0","-3208.205140023638","0.015535345585782217","0.014542396245534779","-7.240330144907847","-2.3264765155751195","29.377445454266713","64.30346882797684","2022-09-07"
"PAK.2.5_1","Sibi","GADM2","3.6","PK","2022-09-07 16:00","4377.538461538462","3904.0","-473.5384615384619","0.001534818162504667","0.0013813171198405825","-10.814989195551735","-1.4811720701287887","29.488334147075516","68.57004866839137","2022-09-07"
"PAK.5.2_1","Dera Ismail Khan","GADM2","3.6","PK","2022-09-07 16:00","16412.49386292168","16119.0","-293.4938629216813","0.005754419725636316","0.005703240434095889","-1.7881254617256606","-0.2209856762051796","31.93734049108809","70.62908633221942","2022-09-07"
"PAK.7.2_1","Dera Ghazi Khan","GADM2","3.6","PK","2022-09-07 16:00","65530.341125435654","62772.0","-2758.3411254356542","0.022975733654456085","0.022210050780387562","-4.209193766011632","-0.6129305897437387","30.022478285382874","70.54930191944253","2022-09-07"
"PAK.2.1_1","Kalat","GADM2","3.6","PK","2022-09-07 16:00","7411.533093313055","7456.0","44.46690668694464","0.002598573537061161","0.0026380892534660304","0.5998881371208828","0.06429544058195455","27.493773199641932","65.73513763364258","2022-09-07"
"PAK.8.3_1","Larkana","GADM2","3.6","PK","2022-09-07 16:00","33124.153846153844","29824.0","-3300.153846153844","0.011613730727292902","0.010552357013864122","-9.962682321359313","-1.2733719512645028","27.895334562554417","68.34847452964398","2022-09-07"
"PAK.4.1_1","Islamabad","GADM2","3.6","PK","2022-09-07 16:00","169875.73281745333","172098.0","2222.2671825466678","0.05956049555881821","0.06089188362969379","1.3081645412469043","0.22173510618102563","33.6692247086546","73.06666567556829","2022-09-07"
"PAK.8.1_1","Hyderabad","GADM2","3.6","PK","2022-09-07 16:00","82701.07692307692","84774.0","2072.923076923078","0.02899600221345052","0.0299948200608006","2.5064945815703648","0.48341642871365953","25.32310038372032","68.0513634220865","2022-09-07"
"PAK.8.4_1","Mirpur Khas","GADM2","3.6","PK","2022-09-07 16:00","29693.29179572058","28219.0","-1474.291795720579","0.010410828814649888","0.009984474335241135","-4.964899671165244","-0.9896025618067428","25.222414194595153","69.82002142729421","2022-09-07"
