"polygon_id","polygon_name","polygon_level","polygon_version","country","date_time","n_baseline","n_crisis","n_difference","density_baseline","density_crisis","percent_change","z_score","latitude","longitude","ds"
"PAK.2.5_1","Sibi","GADM2","3.6","PK","2022-09-07 08:00","4811.989376669618","4472.0","-339.98937666961774","0.0013431467999433782","0.0012413694703610548","-7.0639959921306925","-0.8685716561193432","29.488334147075516","68.57004866839137","2022-09-07"
"PAK.5.7_1","Mardan","GADM2","3.6","PK","2022-09-07 08:00","41724.15061827753","41490.0","-234.15061827752652","0.011646255840673005","0.01151708840010737","-0.5611738119765056","-0.10152129344320518","34.30542471242756","72.36232932451856","2022-09-07"
"PAK.7.2_1","Dera Ghazi Khan","GADM2","3.6","PK","2022-09-07 08:00","59345.54651143417","59303.0","-42.54651143417141","0.01656482894043522","0.0164617472497365","-0.07169163824212427","-0.011721790330879231","30.022478285382874","70.54930191944253","2022-09-07"
"PAK.2.1_1","Kalat","GADM2","3.6","PK","2022-09-07 08:00","8343.719268413448","8336.0","-7.719268413447935","0.002328941100603944","0.0023139659894744528","-0.09250483048203936","-0.00985508952239062","27.493773199641932","65.73513763364258","2022-09-07"
"PAK.8.5_1","Rann of Kutch","GADM2","3.6","PK","2022-09-07 08:00","131.69230769230768","112.0","-19.69230769230768","3.675862264195231e-05","3.108975417719994e-05","-14.840579710144919","-1.2286175884017052","27.43704665264957","68.8807568501547","2022-09-07"
"PAK.8.3_1","Larkana","GADM2","3.6","PK","2022-09-07 08:00","40096.45200017172","36722.0","-3374.4520001717174","0.011191924374194544","0.010193553150849431","-8.415627008312812","-1.225153937636979","27.895334562554417","68.34847452964398","2022-09-07"
"PAK.2.2_1","Makran","GADM2","3.6","PK","2022-09-07 08:00","6101.666433870555","6477.0","375.333566129445","0.0017031279796064778","0.0017979315875511072","6.1503208506743405","0.5120996828450589","26.114871247960583","63.45987406471992","2022-09-07"
"PAK.5.4_1","Hazara","GADM2","3.6","PK","2022-09-07 08:00","51724.230769230766","48166.0","-3558.230769230766","0.014437528763895072","0.013370259818741181","-6.87910081079312","-2.107524201602655","34.841214265020795","73.22436616623538","2022-09-07"
"PAK.7.8_1","Sargodha","GADM2","3.6","PK","2022-09-07 08:00","74265.76985615291","73939.0","-326.7698561529105","0.020729437103757724","0.02052451191167845","-0.43999470663101425","-0.12862756695521074","32.10038677977812","71.88915810191632","2022-09-07"
"PAK.4.1_1","Islamabad","GADM2","3.6","PK","2022-09-07 08:00","216195.86360695685","217597.0","1401.1363930431544","0.06034568234347461","0.06040211821157299","0.6480835890341141","0.12011116487356426","33.6692247086546","73.06666567556829","2022-09-07"
"PAK.5.2_1","Dera Ismail Khan","GADM2","3.6","PK","2022-09-07 08:00","14580.1247210546","14693.0","112.87527894539926","0.004069678116250001","0.004078587126121417","0.7741191513327608","0.08671285378786393","31.93734049108809","70.62908633221942","2022-09-07"
"PAK.5.8_1","Peshawar","GADM2","3.6","PK","2022-09-07 08:00","124675.35031029258","130369.0","5693.649689707425","0.03480001402600487","0.036188751449351596","4.5667439538751","0.8707879694022803","34.01355518230366","71.79201037504812","2022-09-07"
"PAK.7.4_1","Gujranwala","GADM2","3.6","PK","2022-09-07 08:00","323912.59620874864","325273.0","1360.4037912513595","0.09041212126703391","0.09029158580786033","0.4199897155211221","0.15153945351690182","32.33316289585532","74.07475121428519","2022-09-07"
"PAK.7.3_1","Faisalabad","GADM2","3.6","PK","2022-09-07 08:00","232568.07692307694","227980.0","-4588.0769230769365","0.0649155772875812","0.06328430497605395","-1.9727802955482596","-0.557725517133699","31.209905085174274","72.62371843417888","2022-09-07"
"PAK.8.1_1","Hyderabad","GADM2","3.6","PK","2022-09-07 08:00","112328.61538461539","116359.0","4030.38461538461","0.03135373095946787","0.03229975630629293","3.587998233221592","0.8391122330215085","25.32310038372032","68.0513634220865","2022-09-07"
"PAK.8.4_1","Mirpur Khas","GADM2","3.6","PK","2022-09-07 08:00","33006.490997669294","32324.0","-682.4909976692943","0.00921293861865548","0.008972725125212596","-2.0676851740033375","-0.44355197178030015","25.222414194595153","69.82002142729421","2022-09-07"
